id_client;date_demande;sexe;Tranche d'age;Enfant conduite accompagnée;Enfants;Tranche Revenus;usage_vehicule;type_vehicule;Age du vehicule;type_conduite;Tranche Tarif;points_perdus
974;30/04/2022;F;[50-65];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Urban;[Moins de 300];0
975;25/02/2022;F;[+65];oui;oui;[50k-99k];Commercial;Van;[N/A];Urban;[300-599];0
976;30/04/2022;M;Mineur;oui;oui;[-50k];Private;Pickup;[Moins de 10 ans];Urban;[Moins de 300];3
977;25/02/2022;F;[+65];oui;oui;[50k-99k];Private;Minivan;[N/A];Urban;[Moins de 300];2
978;06/05/2022;F;[50-65];oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Rural;[300-599];1
979;16/03/2022;F;[50-65];oui;oui;[-50k];Private;Pickup;[Moins de 10 ans];Urban;[300-599];2
980;06/04/2022;F;[29-45];oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Urban;[300-599];0
981;06/03/2022;F;[+65];oui;oui;[50k-99k];Private;Minivan;[N/A];Urban;[300-599];5
982;04/03/2022;M;[+65];oui;oui;[+150k];Private;Minivan;[N/A];Urban;[Moins de 300];0
983;06/05/2022;F;[+65];oui;oui;[50k-99k];Private;Sports Car;[10-20];Urban;[Moins de 300];0
984;01/02/2022;F;Mineur;oui;oui;[50k-99k];Private;Pickup;[20 ans+];Urban;[300-599];3
985;16/03/2022;M;[50-65];oui;oui;[100k-149k];Commercial;Panel Truck;[20 ans+];Urban;[Moins de 300];1
986;13/03/2022;F;[50-65];oui;oui;[50k-99k];Commercial;Panel Truck;[Moins de 10 ans];Urban;[300-599];2
987;16/04/2022;M;Mineur;oui;oui;[50k-99k];Commercial;Pickup;[Moins de 10 ans];Urban;[300-599];0
988;05/03/2022;M;[29-45];oui;oui;[50k-99k];Commercial;Panel Truck;[Moins de 10 ans];Urban;[Moins de 300];3
989;19/03/2022;M;[50-65];oui;oui;[100k-149k];Private;Minivan;[N/A];Urban;[Moins de 300];6
990;01/05/2022;F;[29-45];oui;oui;[-50k];Commercial;Pickup;[Moins de 10 ans];Rural;[300-599];0
991;19/01/2022;M;Mineur;oui;oui;[-50k];Commercial;Sports Car;[Moins de 10 ans];Urban;[300-599];5
992;23/01/2022;F;Mineur;oui;oui;[-50k];Private;Pickup;[N/A];Urban;[Moins de 300];3
993;15/03/2022;F;[50-65];oui;oui;[N/A];Private;Minivan;[Moins de 10 ans];Urban;[Moins de 300];0
994;14/01/2022;F;Mineur;oui;oui;[-50k];Commercial;Sports Car;[Moins de 10 ans];Urban;[300-599];0
995;22/01/2022;M;[+65];oui;oui;[-50k];Private;Sports Car;[Moins de 10 ans];Urban;[Moins de 300];3
996;03/03/2022;F;[50-65];oui;oui;[50k-99k];Private;Sports Car;[N/A];Urban;[Moins de 300];0
997;01/04/2022;M;[29-45];oui;oui;[N/A];Private;SUV;[Moins de 10 ans];Rural;[300-599];1
998;06/04/2022;M;[+65];oui;oui;[50k-99k];Commercial;Van;[Moins de 10 ans];Urban;[300-599];2
999;16/05/2022;M;[+65];oui;oui;[100k-149k];Commercial;Pickup;[N/A];Urban;[Moins de 300];0
1000;15/02/2022;M;Mineur;oui;oui;[50k-99k];Private;SUV;[N/A];Urban;[Moins de 300];0
1001;16/02/2022;F;[+65];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Rural;[300-599];2
1002;14/03/2022;F;[50-65];oui;oui;[50k-99k];Private;SUV;[Moins de 10 ans];Urban;[Moins de 300];7
1003;22/04/2022;F;[+65];oui;oui;[N/A];Private;SUV;[Moins de 10 ans];Rural;[300-599];0
1004;31/05/2022;M;[29-45];oui;oui;[-50k];Private;Minivan;[N/A];Urban;[300-599];2
1005;25/02/2022;F;[29-45];oui;oui;[-50k];Private;SUV;[N/A];Urban;[300-599];0
1006;12/03/2022;F;[18-28];oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Urban;[Moins de 300];0
1007;25/05/2022;M;[50-65];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Rural;[Moins de 300];0
1008;11/02/2022;F;[50-65];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Urban;[Moins de 300];3
1009;09/02/2022;M;[50-65];oui;oui;[50k-99k];Commercial;Panel Truck;[N/A];Urban;[Moins de 300];0
1010;23/04/2022;F;[50-65];oui;oui;[-50k];Private;SUV;[N/A];Urban;[Moins de 300];0
1011;06/03/2022;F;[50-65];oui;oui;[50k-99k];Private;SUV;[10-20];Urban;[300-599];2
1012;18/03/2022;M;[29-45];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Urban;[Moins de 300];2
1013;29/03/2022;F;[+65];oui;oui;[-50k];Private;Pickup;[Moins de 10 ans];Urban;[Moins de 300];10
1014;30/03/2022;M;Mineur;oui;oui;[-50k];Commercial;Pickup;[Moins de 10 ans];Rural;[Moins de 300];0
1015;18/05/2022;M;[+65];oui;oui;[100k-149k];Private;Minivan;[Moins de 10 ans];Urban;[Moins de 300];0
1016;01/05/2022;M;[50-65];oui;oui;[50k-99k];Private;Minivan;[Moins de 10 ans];Urban;[Moins de 300];6
1017;04/03/2022;M;[+65];oui;oui;[100k-149k];Private;Minivan;[N/A];Rural;[Moins de 300];0
1018;12/03/2022;M;[29-45];oui;oui;[100k-149k];Private;Minivan;[N/A];Urban;[300-599];0
1019;14/03/2022;M;[50-65];oui;oui;[-50k];Commercial;Minivan;[10-20];Urban;[Moins de 300];3
1020;29/01/2022;F;[18-28];oui;oui;[50k-99k];Private;Minivan;[N/A];Urban;[300-599];5
1021;09/05/2022;F;[+65];oui;oui;[-50k];Private;Sports Car;[Moins de 10 ans];Rural;[300-599];3
1022;15/01/2022;F;[29-45];oui;oui;[100k-149k];Private;Sports Car;[N/A];Urban;[300-599];0
1023;11/05/2022;M;Mineur;oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Rural;[Moins de 300];1
1024;22/05/2022;M;[50-65];oui;oui;[50k-99k];Private;SUV;[N/A];Urban;[300-599];0
1025;16/03/2022;M;[50-65];oui;oui;[-50k];Private;Sports Car;[N/A];Urban;[300-599];0
1026;10/02/2022;F;[+65];oui;oui;[100k-149k];Private;SUV;[N/A];Urban;[Moins de 300];4
1027;30/05/2022;F;[29-45];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Urban;[Moins de 300];4
1028;10/01/2022;M;Mineur;oui;oui;[-50k];Commercial;SUV;[N/A];Urban;[300-599];1
1029;21/05/2022;M;[18-28];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Urban;[Moins de 300];2
1030;09/04/2022;M;[29-45];oui;oui;[100k-149k];Private;Van;[Moins de 10 ans];Urban;[Moins de 300];4
1031;13/02/2022;F;[50-65];oui;oui;[50k-99k];Commercial;Pickup;[N/A];Urban;[800+];5
1032;25/02/2022;M;[29-45];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Rural;[Moins de 300];7
1033;02/01/2022;F;[+65];oui;oui;[50k-99k];Private;Minivan;[N/A];Urban;[300-599];6
1034;02/04/2022;M;[50-65];oui;oui;[50k-99k];Private;Sports Car;[N/A];Urban;[Moins de 300];0
1035;03/05/2022;M;[50-65];oui;oui;[N/A];Private;Pickup;[Moins de 10 ans];Rural;[300-599];2
1036;25/04/2022;M;[50-65];oui;oui;[N/A];Private;Van;[N/A];Urban;[Moins de 300];1
1037;08/03/2022;F;[29-45];oui;oui;[-50k];Private;Pickup;[N/A];Rural;[300-599];4
1038;31/05/2022;F;[29-45];oui;oui;[-50k];Commercial;Minivan;[N/A];Urban;[300-599];6
1039;21/01/2022;M;[29-45];oui;oui;[N/A];Commercial;Pickup;[Moins de 10 ans];Rural;[Moins de 300];0
1040;27/04/2022;M;[+65];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Urban;[300-599];1
1041;25/04/2022;F;[29-45];oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Urban;[Moins de 300];0
1042;05/03/2022;M;[+65];oui;oui;[100k-149k];Private;SUV;[N/A];Urban;[Moins de 300];0
1043;21/01/2022;F;Mineur;oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Urban;[Moins de 300];0
1044;25/04/2022;M;[29-45];oui;oui;[50k-99k];Commercial;Panel Truck;[N/A];Urban;[300-599];4
1045;29/03/2022;M;[+65];oui;oui;[-50k];Private;Minivan;[N/A];Urban;[Moins de 300];1
1046;13/02/2022;M;[29-45];oui;oui;[-50k];Commercial;Sports Car;[10-20];Urban;[Moins de 300];6
1047;11/02/2022;M;[29-45];oui;oui;[-50k];Private;Sports Car;[Moins de 10 ans];Rural;[Moins de 300];0
1048;28/05/2022;F;[29-45];oui;oui;[-50k];Commercial;Panel Truck;[Moins de 10 ans];Rural;[Moins de 300];0
1049;03/04/2022;M;[50-65];oui;oui;[50k-99k];Private;Minivan;[Moins de 10 ans];Urban;[300-599];4
1050;20/05/2022;F;[29-45];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Rural;[300-599];3
1051;22/04/2022;M;[+65];oui;oui;[50k-99k];Private;Minivan;[Moins de 10 ans];Urban;[Moins de 300];0
1052;29/01/2022;M;[+65];oui;oui;[50k-99k];Commercial;SUV;[Moins de 10 ans];Urban;[300-599];0
1053;21/05/2022;M;[18-28];oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Urban;[300-599];3
1054;04/05/2022;M;[18-28];oui;oui;[N/A];Commercial;Minivan;[Moins de 10 ans];Urban;[300-599];0
1055;25/01/2022;F;[+65];oui;oui;[-50k];Private;Minivan;[N/A];Urban;[300-599];4
1056;27/01/2022;M;[+65];oui;oui;[50k-99k];Commercial;Panel Truck;[Moins de 10 ans];Urban;[300-599];0
1057;11/03/2022;M;[+65];oui;oui;[50k-99k];Private;Pickup;[N/A];Urban;[300-599];2
1058;25/05/2022;F;[+65];oui;oui;[50k-99k];Commercial;Minivan;[Moins de 10 ans];Rural;[300-599];0
1059;20/01/2022;F;[+65];oui;oui;[50k-99k];Commercial;Minivan;[Moins de 10 ans];Urban;[300-599];1
1060;22/04/2022;F;Mineur;oui;oui;[50k-99k];Commercial;Pickup;[Moins de 10 ans];Urban;[300-599];0
1061;10/02/2022;F;[+65];oui;oui;[50k-99k];Commercial;Panel Truck;[N/A];Urban;[Moins de 300];7
1062;24/02/2022;M;[50-65];oui;oui;[+150k];Commercial;Panel Truck;[N/A];Urban;[Moins de 300];4
1063;17/03/2022;F;[+65];oui;oui;[-50k];Private;Sports Car;[N/A];Urban;[Moins de 300];2
1064;04/03/2022;F;[18-28];oui;oui;[100k-149k];Private;SUV;[N/A];Urban;[Moins de 300];4
1065;20/04/2022;M;[29-45];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Rural;[Moins de 300];0
1066;30/01/2022;F;[50-65];oui;oui;[50k-99k];Private;Van;[N/A];Urban;[Moins de 300];4
1067;11/02/2022;M;[50-65];oui;oui;[-50k];Private;Minivan;[N/A];Urban;[Moins de 300];3
1068;05/03/2022;F;[+65];oui;oui;[50k-99k];Private;Sports Car;[Moins de 10 ans];Urban;[Moins de 300];0
1069;16/02/2022;F;[+65];oui;oui;[-50k];Commercial;Van;[Moins de 10 ans];Urban;[Moins de 300];7
1070;25/01/2022;F;Mineur;oui;oui;[100k-149k];Private;Van;[N/A];Urban;[300-599];0
1071;06/03/2022;F;[50-65];oui;oui;[100k-149k];Commercial;Pickup;[Moins de 10 ans];Rural;[Moins de 300];0
1072;15/04/2022;F;[29-45];oui;oui;[-50k];Commercial;Van;[Moins de 10 ans];Urban;[Moins de 300];0
1073;24/03/2022;M;[50-65];oui;oui;[100k-149k];Commercial;Van;[N/A];Rural;[300-599];0
1074;06/02/2022;F;[29-45];oui;oui;[+150k];Commercial;Panel Truck;[N/A];Urban;[300-599];3
1075;27/03/2022;F;[+65];oui;oui;[50k-99k];Commercial;Pickup;[N/A];Urban;[300-599];1
1076;28/02/2022;F;[+65];oui;oui;[-50k];Private;Van;[N/A];Urban;[Moins de 300];0
1077;17/02/2022;F;[29-45];oui;oui;[-50k];Private;Pickup;[Moins de 10 ans];Urban;[Moins de 300];0
1078;21/03/2022;F;[50-65];oui;oui;[50k-99k];Private;SUV;[Moins de 10 ans];Urban;[300-599];3
1079;29/04/2022;F;[50-65];oui;oui;[-50k];Commercial;Panel Truck;[Moins de 10 ans];Urban;[Moins de 300];0
1080;21/04/2022;M;[18-28];oui;oui;[50k-99k];Private;Minivan;[10-20];Urban;[Moins de 300];5
1081;19/01/2022;F;[18-28];oui;oui;[100k-149k];Commercial;Panel Truck;[Moins de 10 ans];Urban;[300-599];2
1082;09/03/2022;M;[+65];oui;oui;[100k-149k];Private;Minivan;[N/A];Urban;[300-599];0
1083;01/03/2022;M;[29-45];oui;oui;[50k-99k];Private;Sports Car;[N/A];Urban;[Moins de 300];3
1084;25/02/2022;M;[18-28];oui;oui;[50k-99k];Private;SUV;[N/A];Urban;[Moins de 300];0
1085;06/04/2022;F;[18-28];oui;oui;[50k-99k];Commercial;Minivan;[Moins de 10 ans];Urban;[300-599];0
1086;04/04/2022;F;[+65];oui;oui;[-50k];Private;Sports Car;[Moins de 10 ans];Urban;[Moins de 300];4
1087;04/02/2022;F;[29-45];oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Urban;[Moins de 300];5
1088;06/01/2022;M;[+65];oui;oui;[N/A];Commercial;Van;[Moins de 10 ans];Urban;[Moins de 300];2
1089;15/03/2022;F;[18-28];oui;oui;[-50k];Private;SUV;[N/A];Urban;[300-599];0
1090;23/01/2022;M;[50-65];oui;oui;[50k-99k];Commercial;Van;[Moins de 10 ans];Urban;[Moins de 300];3
1091;18/02/2022;M;[+65];oui;oui;[-50k];Private;Pickup;[Moins de 10 ans];Urban;[300-599];0
1092;09/02/2022;F;[50-65];oui;oui;[-50k];Private;Sports Car;[Moins de 10 ans];Urban;[Moins de 300];8
1093;07/04/2022;F;[29-45];oui;oui;[50k-99k];Commercial;Pickup;[Moins de 10 ans];Rural;[300-599];0
1094;03/04/2022;F;[29-45];oui;oui;[50k-99k];Commercial;Panel Truck;[N/A];Rural;[300-599];0
1095;01/03/2022;F;Mineur;oui;oui;[-50k];Commercial;Pickup;[N/A];Urban;[300-599];0
1096;31/03/2022;F;[50-65];oui;oui;[50k-99k];Private;Minivan;[N/A];Urban;[300-599];5
1097;24/01/2022;F;[29-45];oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Urban;[Moins de 300];4
1098;24/02/2022;F;[50-65];oui;oui;[100k-149k];Commercial;Panel Truck;[N/A];Rural;[Moins de 300];1
1099;26/01/2022;M;Mineur;oui;oui;[100k-149k];Commercial;Minivan;[N/A];Urban;[Moins de 300];4
1100;07/02/2022;M;[+65];oui;oui;[N/A];Commercial;SUV;[Moins de 10 ans];Urban;[Moins de 300];3
1101;11/03/2022;M;[29-45];oui;oui;[+150k];Private;Van;[N/A];Urban;[800+];0
1102;08/03/2022;F;[+65];oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Rural;[300-599];2
1103;15/04/2022;M;[29-45];oui;oui;[100k-149k];Private;Minivan;[Moins de 10 ans];Urban;[Moins de 300];1
1104;29/05/2022;F;[50-65];oui;oui;[50k-99k];Commercial;SUV;[Moins de 10 ans];Urban;[300-599];0
1105;16/04/2022;M;Mineur;oui;oui;[100k-149k];Private;Minivan;[Moins de 10 ans];Rural;[Moins de 300];0
1106;22/01/2022;M;Mineur;oui;oui;[100k-149k];Commercial;Panel Truck;[N/A];Urban;[Moins de 300];9
1107;27/03/2022;M;Mineur;oui;oui;[50k-99k];Commercial;Panel Truck;[N/A];Urban;[300-599];0
1108;04/01/2022;M;Mineur;oui;oui;[-50k];Private;SUV;[10-20];Urban;[Moins de 300];0
1109;13/02/2022;F;[50-65];oui;oui;[50k-99k];Commercial;Van;[Moins de 10 ans];Urban;[300-599];8
1110;19/03/2022;M;[29-45];oui;oui;[100k-149k];Private;SUV;[N/A];Urban;[300-599];5
1111;23/03/2022;M;[50-65];oui;oui;[-50k];Commercial;Pickup;[Moins de 10 ans];Urban;[300-599];1
1112;24/02/2022;M;[29-45];oui;oui;[50k-99k];Private;Sports Car;[20 ans+];Urban;[Moins de 300];0
1113;30/05/2022;M;[+65];oui;oui;[-50k];Private;Sports Car;[Moins de 10 ans];Urban;[300-599];1
1114;02/03/2022;M;[+65];oui;oui;[-50k];Private;Van;[Moins de 10 ans];Urban;[Moins de 300];3
1115;20/05/2022;F;[+65];oui;oui;[-50k];Private;Minivan;[N/A];Urban;[300-599];0
1116;29/04/2022;F;[29-45];oui;oui;[50k-99k];Private;Pickup;[10-20];Urban;[300-599];0
1117;25/01/2022;M;Mineur;oui;oui;[-50k];Private;Pickup;[Moins de 10 ans];Urban;[Moins de 300];1
1118;03/03/2022;F;[29-45];oui;oui;[-50k];Commercial;Pickup;[Moins de 10 ans];Urban;[300-599];1
1119;16/02/2022;M;[+65];oui;oui;[50k-99k];Private;Minivan;[Moins de 10 ans];Urban;[Moins de 300];0
1120;08/04/2022;F;[29-45];oui;oui;[50k-99k];Private;Minivan;[N/A];Urban;[300-599];1
1121;24/05/2022;M;[18-28];oui;oui;[50k-99k];Private;Sports Car;[Moins de 10 ans];Urban;[300-599];0
1122;02/03/2022;F;[50-65];oui;oui;[100k-149k];Commercial;Panel Truck;[N/A];Urban;[300-599];1
1123;09/02/2022;F;[+65];oui;oui;[100k-149k];Commercial;Panel Truck;[N/A];Urban;[300-599];1
1124;24/01/2022;M;[18-28];oui;oui;[-50k];Commercial;Minivan;[Moins de 10 ans];Urban;[300-599];2
1125;20/03/2022;F;Mineur;oui;oui;[50k-99k];Commercial;Pickup;[N/A];Rural;[Moins de 300];0
1126;16/03/2022;M;Mineur;oui;oui;[50k-99k];Private;Pickup;[N/A];Urban;[300-599];1
1127;15/03/2022;M;[18-28];oui;oui;[-50k];Commercial;Minivan;[N/A];Rural;[Moins de 300];0
1128;24/05/2022;F;Mineur;oui;oui;[50k-99k];Private;SUV;[Moins de 10 ans];Rural;[300-599];0
1129;26/03/2022;M;Mineur;oui;oui;[100k-149k];Private;SUV;[Moins de 10 ans];Urban;[300-599];4
1130;28/05/2022;F;Mineur;oui;oui;[50k-99k];Private;SUV;[Moins de 10 ans];Urban;[300-599];5
1131;19/04/2022;F;[+65];oui;oui;[+150k];Private;SUV;[N/A];Urban;[300-599];1
1132;04/04/2022;F;[29-45];oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Urban;[Moins de 300];0
1133;25/01/2022;F;[29-45];oui;oui;[50k-99k];Private;Minivan;[Moins de 10 ans];Urban;[Moins de 300];3
1134;25/02/2022;F;[+65];oui;oui;[-50k];Private;SUV;[10-20];Rural;[300-599];1
1135;07/03/2022;M;[29-45];oui;oui;[50k-99k];Private;SUV;[Moins de 10 ans];Urban;[Moins de 300];0
1136;11/05/2022;F;[+65];oui;oui;[-50k];Private;SUV;[N/A];Urban;[300-599];0
1137;25/05/2022;F;[50-65];oui;oui;[-50k];Private;SUV;[N/A];Urban;[Moins de 300];3
1138;07/02/2022;F;Mineur;oui;oui;[-50k];Private;Sports Car;[Moins de 10 ans];Urban;[300-599];10
1139;02/03/2022;F;[50-65];oui;oui;[-50k];Private;SUV;[10-20];Urban;[Moins de 300];0
1140;29/04/2022;M;Mineur;oui;oui;[-50k];Private;Pickup;[Moins de 10 ans];Urban;[300-599];3
1141;27/02/2022;M;[+65];oui;oui;[-50k];Private;Sports Car;[N/A];Rural;[Moins de 300];0
1142;10/02/2022;F;[+65];oui;oui;[-50k];Commercial;Pickup;[Moins de 10 ans];Rural;[Moins de 300];2
1143;07/05/2022;F;[+65];oui;oui;[100k-149k];Private;Pickup;[20 ans+];Urban;[300-599];4
1144;19/05/2022;F;[+65];oui;oui;[50k-99k];Commercial;Panel Truck;[N/A];Rural;[Moins de 300];0
1145;24/03/2022;M;[+65];oui;oui;[-50k];Private;Sports Car;[Moins de 10 ans];Urban;[Moins de 300];2
1146;18/01/2022;M;[50-65];oui;oui;[50k-99k];Private;Minivan;[20 ans+];Urban;[Moins de 300];3
1147;14/03/2022;M;[+65];oui;oui;[50k-99k];Private;SUV;[Moins de 10 ans];Urban;[Moins de 300];7
1148;25/01/2022;F;[+65];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Rural;[Moins de 300];0
1149;02/05/2022;F;Mineur;oui;oui;[50k-99k];Private;Minivan;[Moins de 10 ans];Urban;[300-599];0
1150;08/04/2022;M;[+65];oui;oui;[50k-99k];Commercial;Minivan;[10-20];Urban;[Moins de 300];7
1151;17/05/2022;M;[50-65];oui;oui;[-50k];Commercial;Pickup;[Moins de 10 ans];Urban;[Moins de 300];3
1152;20/02/2022;M;[+65];oui;oui;[100k-149k];Commercial;Panel Truck;[20 ans+];Urban;[300-599];5
1153;03/01/2022;M;[+65];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Rural;[300-599];1
1154;27/05/2022;F;[50-65];oui;oui;[100k-149k];Private;Minivan;[20 ans+];Urban;[Moins de 300];2
1155;22/05/2022;M;Mineur;oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Rural;[Moins de 300];2
1156;23/01/2022;F;[50-65];oui;oui;[50k-99k];Private;Minivan;[Moins de 10 ans];Urban;[300-599];3
1157;19/01/2022;F;[+65];oui;oui;[50k-99k];Commercial;Van;[Moins de 10 ans];Urban;[300-599];6
1158;08/05/2022;M;[+65];oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Rural;[300-599];0
